Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:19:57 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,UT,,,,,,,0,0,,,
Admin,2020-12-14,UT,9,9,675,423,212,337,,,1,269,134
Report,2020-12-14,UT,,,,,,,0,0,,,
Admin,2020-12-15,UT,164,164,839,587,196,279,,,1,270,90
Report,2020-12-15,UT,,,,,,,0,0,,,
Admin,2020-12-16,UT,478,478,1317,1065,266,329,,,3,273,68
Report,2020-12-16,UT,,,,,,,0,0,,,
Admin,2020-12-17,UT,2655,2654,3972,3719,744,794,,,1,274,54
Report,2020-12-17,UT,,,,,,,81,16,,,
Admin,2020-12-18,UT,3259,3256,7231,6975,1163,1205,,,3,277,46
Report,2020-12-18,UT,,,,,,,0,14,,,
Admin,2020-12-19,UT,903,902,8134,7877,1125,1162,,,1,278,39
Report,2020-12-19,UT,,,,,,,1623,243,,,
Admin,2020-12-20,UT,20,20,8154,7897,1069,1069,,,0,278,1
Report,2020-12-20,UT,,,,,,,2353,580,,,
Admin,2020-12-21,UT,3849,3845,12003,11742,1617,1618,,,6,284,2
Report,2020-12-21,UT,,,,,,,1772,833,,,
Admin,2020-12-22,UT,3135,3121,15138,14863,2039,2042,,,14,298,4
Report,2020-12-22,UT,,,,,,,620,921,,,
Admin,2020-12-23,UT,4572,4560,19710,19423,2623,2627,,,11,309,5
Report,2020-12-23,UT,,,,,,,2076,1218,,,
Admin,2020-12-24,UT,1582,1580,21292,21003,2469,2474,,,2,311,5
Report,2020-12-24,UT,,,,,,,2909,1622,,,
Admin,2020-12-25,UT,21,21,21313,21024,2007,2011,,,0,311,4
Report,2020-12-25,UT,,,,,,,3235,2084,,,
Admin,2020-12-26,UT,489,489,21802,21513,1948,1952,,,0,311,4
Report,2020-12-26,UT,,,,,,,2025,2141,,,
Admin,2020-12-27,UT,61,60,21863,21573,1954,1958,,,0,311,4
Report,2020-12-27,UT,,,,,,,299,1848,,,
Admin,2020-12-28,UT,6110,6088,27973,27661,2274,2281,,,23,334,7
Report,2020-12-28,UT,,,,,,,140,1615,,,
Admin,2020-12-29,UT,9880,9856,37853,37517,3236,3245,,,23,357,8
Report,2020-12-29,UT,,,,,,,443,1590,,,
Admin,2020-12-30,UT,12671,12643,50524,50160,4391,4402,,,27,384,10
Report,2020-12-30,UT,,,,,,,2692,1678,,,
Admin,2020-12-31,UT,6460,6448,56984,56608,5086,5098,,,10,394,11
Report,2020-12-31,UT,,,,,,,4027,1837,,,
Admin,2021-01-01,UT,390,385,57374,56993,5138,5151,,,11,405,13
Report,2021-01-01,UT,,,,,,,6977,2372,,,
Admin,2021-01-02,UT,1735,1732,59109,58725,5316,5329,,,4,409,14
Report,2021-01-02,UT,,,,,,,13293,3982,,,
Admin,2021-01-03,UT,608,607,59717,59332,5394,5407,,,2,411,14
Report,2021-01-03,UT,,,,,,,3334,4415,,,
Admin,2021-01-04,UT,7177,6868,66894,66200,5506,5560,,,310,721,55
Report,2021-01-04,UT,,,,,,,1021,4541,,,
Admin,2021-01-05,UT,10171,9651,77065,75851,5476,5601,,,521,1242,126
Report,2021-01-05,UT,,,,,,,700,4578,,,
Admin,2021-01-06,UT,11682,11102,88747,86953,5256,5460,,,581,1823,205
Report,2021-01-06,UT,,,,,,,6836,5170,,,
Admin,2021-01-07,UT,10973,9008,99720,95961,5622,6105,,,1961,3784,484
Report,2021-01-07,UT,,,,,,,6407,5510,,,
Admin,2021-01-08,UT,10985,9291,110705,105252,6894,7618,,,1689,5473,724
Report,2021-01-08,UT,,,,,,,9070,5809,,,
Admin,2021-01-09,UT,2556,2122,113261,107374,6950,7736,,,433,5906,785
Report,2021-01-09,UT,,,,,,,0,3910,,,
Admin,2021-01-10,UT,951,945,114212,108319,6998,7785,,,6,5912,785
Report,2021-01-10,UT,,,,,,,0,3433,,,
Admin,2021-01-11,UT,9508,7089,123720,115408,7030,8118,,,2415,8327,1086
Report,2021-01-11,UT,,,,,,,23292,6615,,,
Admin,2021-01-12,UT,12846,11167,136566,126575,7246,8500,,,1677,10004,1251
Report,2021-01-12,UT,,,,,,,0,6515,,,
Admin,2021-01-13,UT,11529,9228,148095,135803,6979,8478,,,2299,12303,1497
Report,2021-01-13,UT,,,,,,,8811,6797,,,
Admin,2021-01-14,UT,10907,9579,159002,145382,7060,8468,,,1323,13626,1406
Report,2021-01-14,UT,,,,,,,11348,7503,,,
Admin,2021-01-15,UT,15218,13394,174220,158776,7646,9073,,,1818,15444,1424
Report,2021-01-15,UT,,,,,,,12826,8040,,,
Admin,2021-01-16,UT,7298,7146,181518,165922,8364,9751,,,153,15597,1384
Report,2021-01-16,UT,,,,,,,13021,9900,,,
Admin,2021-01-17,UT,886,876,182404,166798,8354,9741,,,11,15608,1385
Report,2021-01-17,UT,,,,,,,12747,11721,,,
Admin,2021-01-18,UT,3618,2473,186022,169271,7695,8900,,,1135,16743,1202
