Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:18:24 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,OR,,,,,,,0,0,,,
Admin,2020-12-14,OR,3,3,4,4,2,2,,,1,1,0
Report,2020-12-14,OR,,,,,,,0,0,,,
Admin,2020-12-15,OR,15,15,19,19,6,6,,,3,4,1
Report,2020-12-15,OR,,,,,,,0,0,,,
Admin,2020-12-16,OR,698,696,717,715,179,179,,,1,5,1
Report,2020-12-16,OR,,,,,,,0,0,,,
Admin,2020-12-17,OR,928,924,1645,1639,328,329,,,1,6,1
Report,2020-12-17,OR,,,,,,,198,40,,,
Admin,2020-12-18,OR,3319,3136,4964,4775,796,827,,,0,6,1
Report,2020-12-18,OR,,,,,,,0,33,,,
Admin,2020-12-19,OR,1775,1758,6739,6533,933,962,,,0,6,0
Report,2020-12-19,OR,,,,,,,487,98,,,
Admin,2020-12-20,OR,1393,1379,8132,7912,1130,1161,,,0,6,0
Report,2020-12-20,OR,,,,,,,1352,291,,,
Admin,2020-12-21,OR,5428,5384,13560,13296,1899,1936,,,0,6,0
Report,2020-12-21,OR,,,,,,,1005,435,,,
Admin,2020-12-22,OR,5261,5252,18821,18548,2647,2686,,,0,6,0
Report,2020-12-22,OR,,,,,,,1435,640,,,
Admin,2020-12-23,OR,6523,6505,25344,25053,3477,3518,,,0,6,0
Report,2020-12-23,OR,,,,,,,2728,1029,,,
Admin,2020-12-24,OR,2575,2566,27919,27619,3711,3753,,,1,7,0
Report,2020-12-24,OR,,,,,,,3204,1459,,,
Admin,2020-12-25,OR,290,289,28209,27908,3305,3320,,,0,7,0
Report,2020-12-25,OR,,,,,,,4118,2047,,,
Admin,2020-12-26,OR,2756,2752,30965,30660,3447,3460,,,1,8,0
Report,2020-12-26,OR,,,,,,,2607,2350,,,
Admin,2020-12-27,OR,2416,2409,33381,33069,3594,3607,,,0,8,0
Report,2020-12-27,OR,,,,,,,0,2157,,,
Admin,2020-12-28,OR,8548,8469,41929,41538,4035,4052,,,1,9,0
Report,2020-12-28,OR,,,,,,,1787,2268,,,
Admin,2020-12-29,OR,9100,9059,51029,50597,4578,4601,,,3,12,0
Report,2020-12-29,OR,,,,,,,1381,2261,,,
Admin,2020-12-30,OR,10988,10937,62017,61534,5212,5239,,,6,18,1
Report,2020-12-30,OR,,,,,,,5674,2682,,,
Admin,2020-12-31,OR,6320,6290,68337,67824,5744,5774,,,2,20,1
Report,2020-12-31,OR,,,,,,,5410,2997,,,
Admin,2021-01-01,OR,1165,1163,69502,68987,5868,5899,,,3,23,2
Report,2021-01-01,OR,,,,,,,7317,3454,,,
Admin,2021-01-02,OR,4569,4449,74071,73436,6111,6158,,,21,44,5
Report,2021-01-02,OR,,,,,,,5717,3898,,,
Admin,2021-01-03,OR,3843,3730,77914,77166,6300,6361,,,27,71,9
Report,2021-01-03,OR,,,,,,,883,4024,,,
Admin,2021-01-04,OR,6768,6292,84682,83458,5989,6107,,,424,495,69
Report,2021-01-04,OR,,,,,,,3430,4259,,,
Admin,2021-01-05,OR,9521,8836,94203,92294,5957,6167,,,657,1152,162
Report,2021-01-05,OR,,,,,,,2550,4426,,,
Admin,2021-01-06,OR,8361,7476,102564,99770,5462,5792,,,757,1909,270
Report,2021-01-06,OR,,,,,,,3964,4182,,,
Admin,2021-01-07,OR,12653,11290,115217,111060,6177,6697,,,1210,3119,442
Report,2021-01-07,OR,,,,,,,6425,4327,,,
Admin,2021-01-08,OR,13900,10876,129117,121936,7564,8516,,,2846,5965,848
Report,2021-01-08,OR,,,,,,,5261,4033,,,
Admin,2021-01-09,OR,8179,6948,137296,128884,7921,9032,,,1219,7184,1020
Report,2021-01-09,OR,,,,,,,7995,4358,,,
Admin,2021-01-10,OR,6819,5859,144115,134743,8225,9457,,,935,8119,1149
Report,2021-01-10,OR,,,,,,,13448,6153,,,
Admin,2021-01-11,OR,11233,6897,155348,141640,8312,10095,,,4206,12325,1690
Report,2021-01-11,OR,,,,,,,8648,6899,,,
Admin,2021-01-12,OR,14475,10275,169823,151915,8517,10802,,,3939,16264,2158
Report,2021-01-12,OR,,,,,,,7586,7618,,,
Admin,2021-01-13,OR,16453,12402,186276,164317,9221,11958,,,3963,20227,2616
Report,2021-01-13,OR,,,,,,,10465,8547,,,
Admin,2021-01-14,OR,16046,13498,202322,177815,9536,12443,,,2394,22621,2786
Report,2021-01-14,OR,,,,,,,14721,9732,,,
Admin,2021-01-15,OR,17950,15351,220272,193166,10176,13022,,,2331,24952,2712
Report,2021-01-15,OR,,,,,,,16357,11317,,,
Admin,2021-01-16,OR,17030,14814,237302,207980,11299,14286,,,2140,27092,2844
Report,2021-01-16,OR,,,,,,,26926,14022,,,
Admin,2021-01-17,OR,11126,9775,248428,217755,11859,14901,,,1336,28428,2901
Report,2021-01-17,OR,,,,,,,16119,14403,,,
Admin,2021-01-18,OR,10332,6830,258760,224585,11849,14773,,,3492,31920,2799
Report,2021-01-18,OR,,,,,,,15780,15422,,,
Admin,2021-01-19,OR,15725,11174,274485,235759,11978,14951,,,4473,36393,2875
Report,2021-01-19,OR,,,,,,,11950,16045,,,
Admin,2021-01-20,OR,15213,9841,289698,245600,11612,14774,,,5248,41641,3059
Report,2021-01-20,OR,,,,,,,0,14550,,,
Admin,2021-01-21,OR,18450,15150,308148,260750,11848,15118,,,3096,44737,3159
Report,2021-01-21,OR,,,,,,,0,12447,,,
Admin,2021-01-22,OR,19271,16188,327419,276938,11967,15306,,,2469,47206,3179
Report,2021-01-22,OR,,,,,,,36777,15365,,,
Admin,2021-01-23,OR,15961,14133,343380,291071,11870,15154,,,1790,48996,3129
Report,2021-01-23,OR,,,,,,,16758,13912,,,
Admin,2021-01-24,OR,9323,7171,352703,298242,11498,14896,,,2103,51099,3238
Report,2021-01-24,OR,,,,,,,15459,13818,,,
Admin,2021-01-25,OR,17584,11952,370287,310194,12230,15932,,,5577,56676,3536
Report,2021-01-25,OR,,,,,,,14754,13671,,,
Admin,2021-01-26,OR,21163,13334,391450,323528,12538,16709,,,7625,64301,3986
Report,2021-01-26,OR,,,,,,,7390,13020,,,
Admin,2021-01-27,OR,21937,14872,413387,338400,13257,17669,,,7035,71336,4242
Report,2021-01-27,OR,,,,,,,17422,15509,,,
Admin,2021-01-28,OR,22855,14899,436242,353299,13221,18299,,,7738,79074,4905
Report,2021-01-28,OR,,,,,,,14895,17636,,,
Admin,2021-01-29,OR,27273,17376,463515,370675,13391,19442,,,9777,88851,5949
Report,2021-01-29,OR,,,,,,,19008,15098,,,
Admin,2021-01-30,OR,15958,11520,479473,382195,13018,19441,,,4360,93211,6316
Report,2021-01-30,OR,,,,,,,23001,15990,,,
Admin,2021-01-31,OR,13969,10100,493442,392295,13436,20105,,,3855,97066,6566
Report,2021-01-31,OR,,,,,,,25498,17424,,,
Admin,2021-02-01,OR,16055,7778,509497,400073,12840,19887,,,8100,105166,6927
Report,2021-02-01,OR,,,,,,,15737,17564,,,
