Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:15:03 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,KY,,,,,,,0,0,,,
Admin,2020-12-14,KY,54,54,424,403,202,212,,,0,33,16
Report,2020-12-14,KY,,,,,,,0,0,,,
Admin,2020-12-15,KY,276,274,700,677,226,233,,,0,33,11
Report,2020-12-15,KY,,,,,,,38,13,,,
Admin,2020-12-16,KY,1616,1585,2316,2262,566,579,,,1,34,8
Report,2020-12-16,KY,,,,,,,235,68,,,
Admin,2020-12-17,KY,2593,2414,4909,4676,935,981,,,2,36,7
Report,2020-12-17,KY,,,,,,,1231,301,,,
Admin,2020-12-18,KY,3235,2943,8144,7619,1270,1357,,,10,46,7
Report,2020-12-18,KY,,,,,,,1873,563,,,
Admin,2020-12-19,KY,826,756,8970,8375,1196,1281,,,2,48,6
Report,2020-12-19,KY,,,,,,,2421,828,,,
Admin,2020-12-20,KY,377,302,9347,8677,1190,1282,,,1,49,2
Report,2020-12-20,KY,,,,,,,0,828,,,
Admin,2020-12-21,KY,3455,3290,12802,11967,1652,1768,,,1,50,2
Report,2020-12-21,KY,,,,,,,1531,1047,,,
Admin,2020-12-22,KY,5827,5741,18629,17708,2433,2561,,,23,73,5
Report,2020-12-22,KY,,,,,,,0,1042,,,
Admin,2020-12-23,KY,10671,10494,29300,28202,3706,3854,,,15,88,7
Report,2020-12-23,KY,,,,,,,1579,1234,,,
Admin,2020-12-24,KY,3239,3186,32539,31388,3816,3947,,,5,93,8
Report,2020-12-24,KY,,,,,,,11068,2639,,,
Admin,2020-12-25,KY,96,94,32635,31482,3409,3498,,,2,95,7
Report,2020-12-25,KY,,,,,,,2040,2663,,,
Admin,2020-12-26,KY,988,982,33623,32464,3441,3521,,,1,96,6
Report,2020-12-26,KY,,,,,,,0,2317,,,
Admin,2020-12-27,KY,455,445,34078,32909,3462,3533,,,9,105,8
Report,2020-12-27,KY,,,,,,,737,2422,,,
Admin,2020-12-28,KY,8620,8454,42698,41363,4199,4270,,,108,213,23
Report,2020-12-28,KY,,,,,,,337,2252,,,
Admin,2020-12-29,KY,11759,11606,54457,52969,5037,5118,,,28,241,24
Report,2020-12-29,KY,,,,,,,168,2276,,,
Admin,2020-12-30,KY,13495,13120,67952,66089,5412,5521,,,227,468,54
Report,2020-12-30,KY,,,,,,,6615,2995,,,
Admin,2020-12-31,KY,4919,4872,72871,70961,5653,5761,,,29,497,57
Report,2020-12-31,KY,,,,,,,22423,4617,,,
Admin,2021-01-01,KY,1179,1128,74050,72089,5801,5916,,,59,556,65
Report,2021-01-01,KY,,,,,,,4202,4926,,,
Admin,2021-01-02,KY,1841,1826,75891,73915,5922,6038,,,10,566,67
Report,2021-01-02,KY,,,,,,,3282,5395,,,
Admin,2021-01-03,KY,1676,1647,77567,75562,6093,6212,,,4,570,66
Report,2021-01-03,KY,,,,,,,883,5416,,,
