Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:16:26 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,NE,,,,,,,0,0,,,
Admin,2020-12-14,NE,454,453,795,758,379,397,,,1,37,18
Report,2020-12-14,NE,,,,,,,0,0,,,
Admin,2020-12-15,NE,1375,1370,2170,2128,709,723,,,4,41,13
Report,2020-12-15,NE,,,,,,,0,0,,,
Admin,2020-12-16,NE,2207,2202,4377,4330,1083,1094,,,4,45,11
Report,2020-12-16,NE,,,,,,,0,0,,,
Admin,2020-12-17,NE,2681,2623,7058,6953,1391,1411,,,6,51,10
Report,2020-12-17,NE,,,,,,,1285,257,,,
Admin,2020-12-18,NE,3435,3424,10493,10377,1730,1748,,,9,60,10
Report,2020-12-18,NE,,,,,,,2169,576,,,
Admin,2020-12-19,NE,255,255,10748,10632,1519,1535,,,0,60,8
Report,2020-12-19,NE,,,,,,,2304,823,,,
Admin,2020-12-20,NE,177,173,10925,10805,1500,1512,,,3,63,3
Report,2020-12-20,NE,,,,,,,2617,1196,,,
Admin,2020-12-21,NE,3163,3115,14088,13920,1880,1899,,,10,73,5
Report,2020-12-21,NE,,,,,,,0,1196,,,
Admin,2020-12-22,NE,4672,4513,18760,18433,2329,2370,,,16,89,6
Report,2020-12-22,NE,,,,,,,719,1299,,,
Admin,2020-12-23,NE,4378,4268,23138,22701,2624,2680,,,19,108,9
Report,2020-12-23,NE,,,,,,,0,1299,,,
Admin,2020-12-24,NE,925,877,24063,23578,2375,2429,,,5,113,8
Report,2020-12-24,NE,,,,,,,6424,2033,,,
Admin,2020-12-25,NE,3,1,24066,23579,1886,1939,,,1,114,7
Report,2020-12-25,NE,,,,,,,0,1723,,,
Admin,2020-12-26,NE,173,173,24239,23752,1874,1927,,,0,114,7
Report,2020-12-26,NE,,,,,,,5327,2155,,,
Admin,2020-12-27,NE,20,18,24259,23770,1852,1904,,,2,116,7
Report,2020-12-27,NE,,,,,,,0,1781,,,
Admin,2020-12-28,NE,8805,8655,33064,32425,2644,2710,,,28,144,10
Report,2020-12-28,NE,,,,,,,155,1804,,,
Admin,2020-12-29,NE,4338,4297,37402,36722,2613,2663,,,19,163,10
Report,2020-12-29,NE,,,,,,,3162,2153,,,
Admin,2020-12-30,NE,6835,6763,44237,43485,2969,3014,,,41,204,13
Report,2020-12-30,NE,,,,,,,0,2153,,,
Admin,2020-12-31,NE,4577,4321,48814,47806,3461,3535,,,178,382,38
Report,2020-12-31,NE,,,,,,,3325,1710,,,
Admin,2021-01-01,NE,805,699,49619,48505,3561,3650,,,105,487,53
Report,2021-01-01,NE,,,,,,,0,1710,,,
Admin,2021-01-02,NE,903,890,50522,49395,3663,3754,,,10,497,54
Report,2021-01-02,NE,,,,,,,6579,1889,,,
Admin,2021-01-03,NE,191,189,50713,49584,3688,3779,,,1,498,54
Report,2021-01-03,NE,,,,,,,1578,2114,,,
Admin,2021-01-04,NE,5838,4901,56551,54485,3151,3355,,,869,1367,174
Report,2021-01-04,NE,,,,,,,0,2092,,,
Admin,2021-01-05,NE,8527,6535,65078,61020,3471,3953,,,1917,3284,445
Report,2021-01-05,NE,,,,,,,1109,1799,,,
Admin,2021-01-06,NE,7597,5454,72675,66474,3284,4062,,,2108,5392,741
Report,2021-01-06,NE,,,,,,,0,1799,,,
Admin,2021-01-07,NE,7888,5440,80563,71914,3444,4535,,,2277,7669,1041
Report,2021-01-07,NE,,,,,,,16795,3723,,,
Admin,2021-01-08,NE,7939,4684,88502,76598,4013,5554,,,3146,10815,1475
Report,2021-01-08,NE,,,,,,,14749,5830,,,
Admin,2021-01-09,NE,2008,1877,90510,78475,4154,5712,,,128,10943,1492
Report,2021-01-09,NE,,,,,,,1866,5157,,,
Admin,2021-01-10,NE,622,313,91132,78788,4172,5774,,,304,11247,1535
Report,2021-01-10,NE,,,,,,,3078,5371,,,
Admin,2021-01-11,NE,7772,4919,98904,83707,4175,6050,,,2814,14061,1813
Report,2021-01-11,NE,,,,,,,1198,5542,,,
Admin,2021-01-12,NE,7163,5417,106067,89124,4015,5855,,,1660,15721,1776
Report,2021-01-12,NE,,,,,,,5260,6135,,,
Admin,2021-01-13,NE,6883,5811,112950,94935,4066,5753,,,1010,16731,1619
Report,2021-01-13,NE,,,,,,,5221,6881,,,
Admin,2021-01-14,NE,8051,7723,121001,102658,4392,5776,,,299,17030,1337
Report,2021-01-14,NE,,,,,,,6275,5378,,,
Admin,2021-01-15,NE,4379,3944,125380,106602,4286,5268,,,391,17421,943
Report,2021-01-15,NE,,,,,,,4553,3922,,,
Admin,2021-01-16,NE,2143,2011,127523,108613,4305,5287,,,124,17545,943
Report,2021-01-16,NE,,,,,,,0,3655,,,
Admin,2021-01-17,NE,271,238,127794,108851,4295,5237,,,31,17576,904
Report,2021-01-17,NE,,,,,,,5110,3945,,,
Admin,2021-01-18,NE,7659,3264,135453,112115,4058,5221,,,4318,21894,1119
Report,2021-01-18,NE,,,,,,,2087,4072,,,
Admin,2021-01-19,NE,8103,4750,143556,116865,3963,5355,,,3305,25199,1354
Report,2021-01-19,NE,,,,,,,3338,3798,,,
Admin,2021-01-20,NE,10219,5366,153775,122231,3899,5832,,,4776,29975,1892
Report,2021-01-20,NE,,,,,,,0,3052,,,
Admin,2021-01-21,NE,8038,5745,161813,127976,3617,5830,,,2240,32215,2169
Report,2021-01-21,NE,,,,,,,5558,2949,,,
Admin,2021-01-22,NE,10222,7973,172035,135949,4192,6665,,,2175,34390,2424
Report,2021-01-22,NE,,,,,,,6609,3243,,,
Admin,2021-01-23,NE,2703,1861,174738,137810,4171,6745,,,828,35218,2524
Report,2021-01-23,NE,,,,,,,5619,4046,,,
Admin,2021-01-24,NE,266,49,175004,137859,4144,6744,,,212,35430,2550
Report,2021-01-24,NE,,,,,,,8777,4570,,,
Admin,2021-01-25,NE,5703,1981,180707,139840,3961,6464,,,3645,39075,2454
Report,2021-01-25,NE,,,,,,,1187,4441,,,
Admin,2021-01-26,NE,6400,1764,187107,141604,3534,6221,,,4563,43638,2634
Report,2021-01-26,NE,,,,,,,1098,4121,,,
Admin,2021-01-27,NE,11985,6634,199092,148238,3715,6473,,,5082,48720,2677
Report,2021-01-27,NE,,,,,,,4442,4756,,,
Admin,2021-01-28,NE,14574,9600,213666,157838,4266,7407,,,4751,53471,3036
Report,2021-01-28,NE,,,,,,,10446,5454,,,
Admin,2021-01-29,NE,15735,11836,229401,169674,4818,8195,,,3773,57244,3264
Report,2021-01-29,NE,,,,,,,8351,5703,,,
Admin,2021-01-30,NE,2968,1431,232369,171105,4756,8233,,,1511,58755,3362
Report,2021-01-30,NE,,,,,,,8906,6172,,,
Admin,2021-01-31,NE,1094,920,233463,172025,4881,8351,,,162,58917,3355
Report,2021-01-31,NE,,,,,,,10435,6409,,,
Admin,2021-02-01,NE,7587,4206,241050,176231,5199,8620,,,3132,62049,3282
Report,2021-02-01,NE,,,,,,,3206,6698,,,
Admin,2021-02-02,NE,9190,4277,250240,180508,5558,9019,,,4816,66865,3318
Report,2021-02-02,NE,,,,,,,1495,6754,,,
Admin,2021-02-03,NE,13486,8653,263726,189161,5846,9233,,,4741,71606,3269
Report,2021-02-03,NE,,,,,,,5873,6959,,,
Admin,2021-02-04,NE,14124,9486,277850,198647,5830,9169,,,4494,76100,3232
Report,2021-02-04,NE,,,,,,,6841,6444,,,
Admin,2021-02-05,NE,16357,11414,294207,210061,5770,9258,,,4811,80911,3381
Report,2021-02-05,NE,,,,,,,9010,6538,,,
Admin,2021-02-06,NE,4143,2511,298350,212572,5924,9425,,,1575,82486,3390
Report,2021-02-06,NE,,,,,,,14269,7304,,,
Admin,2021-02-07,NE,1195,880,299545,213452,5918,9440,,,284,82770,3407
Report,2021-02-07,NE,,,,,,,12469,7595,,,
Admin,2021-02-08,NE,8072,3557,307617,217009,5825,9509,,,4399,87169,3588
Report,2021-02-08,NE,,,,,,,3187,7592,,,
Admin,2021-02-09,NE,8727,4731,316344,221740,5890,9443,,,3837,91006,3448
Report,2021-02-09,NE,,,,,,,1237,7555,,,
Admin,2021-02-10,NE,14433,8113,330777,229853,5813,9578,,,6136,97142,3648
Report,2021-02-10,NE,,,,,,,5769,7540,,,
Admin,2021-02-11,NE,19543,11804,350320,241657,6144,10352,,,7547,104689,4084
Report,2021-02-11,NE,,,,,,,6812,7536,,,
Admin,2021-02-12,NE,15735,9545,366055,251202,5877,10264,,,6026,110715,4257
Report,2021-02-12,NE,,,,,,,12027,7967,,,
Admin,2021-02-13,NE,8435,6700,374490,257902,6476,10877,,,1663,112378,4270
Report,2021-02-13,NE,,,,,,,14044,7935,,,
Admin,2021-02-14,NE,1008,922,375498,258824,6482,10850,,,53,112431,4237
Report,2021-02-14,NE,,,,,,,11758,7833,,,
Admin,2021-02-15,NE,5979,3186,381477,262010,6429,10551,,,2691,115122,3993
Report,2021-02-15,NE,,,,,,,3345,7856,,,
Admin,2021-02-16,NE,7093,3604,388570,265614,6268,10318,,,3430,118552,3935
Report,2021-02-16,NE,,,,,,,1573,7904,,,
Admin,2021-02-17,NE,13887,6805,402457,272419,6081,10240,,,6891,125443,4043
Report,2021-02-17,NE,,,,,,,4278,7691,,,
Admin,2021-02-18,NE,17136,10738,419593,283157,5929,9896,,,6116,131559,3838
Report,2021-02-18,NE,,,,,,,10153,8168,,,
Admin,2021-02-19,NE,17142,4810,436735,287967,5252,10097,,,12083,143642,4703
Report,2021-02-19,NE,,,,,,,42697,12550,,,
Admin,2021-02-20,NE,9118,6687,445853,294654,5250,10194,,,2321,145963,4797
Report,2021-02-20,NE,,,,,,,12828,12376,,,
Admin,2021-02-21,NE,1721,885,447574,295539,5245,10296,,,804,146767,4905
Report,2021-02-21,NE,,,,,,,12073,12421,,,
Admin,2021-02-22,NE,4349,2180,451923,297719,5101,10063,,,2063,148830,4815
Report,2021-02-22,NE,,,,,,,7993,13085,,,
Admin,2021-02-23,NE,10303,5281,462226,303000,5341,10522,,,4829,153659,5015
Report,2021-02-23,NE,,,,,,,12108,14590,,,
Admin,2021-02-24,NE,16890,9617,479116,312617,5743,10951,,,7038,160697,5036
Report,2021-02-24,NE,,,,,,,13140,15856,,,
Admin,2021-02-25,NE,22594,11766,501710,324383,5889,11731,,,10446,171143,5654
Report,2021-02-25,NE,,,,,,,16523,16766,,,
Admin,2021-02-26,NE,18075,7182,519785,331565,6228,11864,,,10581,181724,5440
Report,2021-02-26,NE,,,,,,,19891,13508,,,
Admin,2021-02-27,NE,6378,4212,526163,335777,5875,11472,,,2016,183740,5396
Report,2021-02-27,NE,,,,,,,1664,11913,,,
Admin,2021-02-28,NE,2543,1553,528706,337330,5970,11590,,,857,184597,5404
Report,2021-02-28,NE,,,,,,,30465,14541,,,
Admin,2021-03-01,NE,9173,5072,537879,342402,6383,12279,,,3735,188332,5643
Report,2021-03-01,NE,,,,,,,1876,13667,,,
Admin,2021-03-02,NE,13744,7295,551623,349697,6671,12771,,,6201,194533,5839
Report,2021-03-02,NE,,,,,,,8573,13162,,,
Admin,2021-03-03,NE,20105,12026,571728,361723,7015,13230,,,7823,202356,5951
Report,2021-03-03,NE,,,,,,,12218,13030,,,
Admin,2021-03-04,NE,23423,12375,595151,374098,7102,13348,,,10806,213162,6002
Report,2021-03-04,NE,,,,,,,16391,13011,,,
Admin,2021-03-05,NE,18590,10011,613741,384109,7506,13422,,,9399,222561,5833
Report,2021-03-05,NE,,,,,,,21716,13272,,,
Admin,2021-03-06,NE,20409,16617,634150,400726,9278,15426,,,10421,232982,7034
Report,2021-03-06,NE,,,,,,,913,13165,,,
Admin,2021-03-07,NE,4242,3324,638392,404050,9531,15669,,,1467,234449,7121
Report,2021-03-07,NE,,,,,,,19935,11660,,,
Admin,2021-03-08,NE,15925,12723,654317,416773,10624,16634,,,3969,238418,7155
Report,2021-03-08,NE,,,,,,,17352,13871,,,
Admin,2021-03-09,NE,14294,10553,668611,427326,11090,16712,,,7740,246158,7375
Report,2021-03-09,NE,,,,,,,20880,15629,,,
Admin,2021-03-10,NE,16409,8255,685020,435581,10551,16184,,,8436,254594,7462
Report,2021-03-10,NE,,,,,,,13080,15752,,,
Admin,2021-03-11,NE,26054,11761,711074,447342,10463,16560,,,14829,269423,8037
Report,2021-03-11,NE,,,,,,,22392,16610,,,
Admin,2021-03-12,NE,17739,11203,728813,458545,10634,16438,,,6913,276336,7682
Report,2021-03-12,NE,,,,,,,23620,16882,,,
Admin,2021-03-13,NE,15684,8592,744497,467137,9487,15763,,,7209,283545,7223
Report,2021-03-13,NE,,,,,,,900,16880,,,
Admin,2021-03-14,NE,3273,2042,747770,469179,9304,15625,,,1195,284740,7184
Report,2021-03-14,NE,,,,,,,12132,15765,,,
Admin,2021-03-15,NE,8969,4686,756739,473865,8156,14631,,,4304,289044,7232
Report,2021-03-15,NE,,,,,,,18414,15917,,,
Admin,2021-03-16,NE,13280,7759,770019,481624,7757,14486,,,5406,294450,6898
Report,2021-03-16,NE,,,,,,,12345,14698,,,
Admin,2021-03-17,NE,19386,9330,789405,490954,7910,14912,,,9848,304298,7100
Report,2021-03-17,NE,,,,,,,14923,14961,,,
Admin,2021-03-18,NE,28748,20613,818153,511567,9175,15297,,,8319,312617,6170
Report,2021-03-18,NE,,,,,,,19786,14589,,,
Admin,2021-03-19,NE,21938,17889,840091,529456,10130,15896,,,4708,317325,5855
Report,2021-03-19,NE,,,,,,,22995,14499,,,
Admin,2021-03-20,NE,9085,6277,849176,535733,9799,14954,,,3093,320418,5267
Report,2021-03-20,NE,,,,,,,922,14502,,,
Admin,2021-03-21,NE,5470,3934,854646,539667,10070,15268,,,1471,321889,5307
Report,2021-03-21,NE,,,,,,,19707,15585,,,
Admin,2021-03-22,NE,7577,5409,862223,545076,10173,15069,,,2301,324190,5020
Report,2021-03-22,NE,,,,,,,21900,16083,,,
Admin,2021-03-23,NE,14757,10514,876980,555590,10567,15280,,,4437,328627,4882
Report,2021-03-23,NE,,,,,,,7234,15352,,,
Admin,2021-03-24,NE,19601,12554,896581,568144,11027,15310,,,7490,336117,4545
Report,2021-03-24,NE,,,,,,,13682,15175,,,
Admin,2021-03-25,NE,30457,18003,927038,586147,10654,15555,,,12745,348862,5177
Report,2021-03-25,NE,,,,,,,17687,14875,,,
Admin,2021-03-26,NE,23630,11319,950668,597466,9716,15796,,,14219,363081,6536
Report,2021-03-26,NE,,,,,,,21331,14638,,,
Admin,2021-03-27,NE,17906,9057,968574,606523,10113,17056,,,8959,372040,7374
Report,2021-03-27,NE,,,,,,,763,14615,,,
Admin,2021-03-28,NE,7360,5163,975934,611686,10288,17326,,,2072,374112,7460
Report,2021-03-28,NE,,,,,,,23681,15183,,,
Admin,2021-03-29,NE,19585,6449,995519,618135,10437,19042,,,13162,387274,9012
Report,2021-03-29,NE,,,,,,,18262,14663,,,
Admin,2021-03-30,NE,19046,12254,1014565,630389,10686,19655,,,7001,394275,9378
Report,2021-03-30,NE,,,,,,,16652,16008,,,
Admin,2021-03-31,NE,25052,15438,1039617,645827,11098,20433,,,11225,405500,9911
Report,2021-03-31,NE,,,,,,,24136,17502,,,
Admin,2021-04-01,NE,33721,17035,1073338,662862,10959,20900,,,18138,423638,10682
Report,2021-04-01,NE,,,,,,,25697,18646,,,
Admin,2021-04-02,NE,15323,8736,1088661,671598,10590,19713,,,7118,430756,9667
Report,2021-04-02,NE,,,,,,,25139,19190,,,
Admin,2021-04-03,NE,9143,4294,1097804,675892,9910,18461,,,5537,436293,9179
Report,2021-04-03,NE,,,,,,,578,19164,,,
Admin,2021-04-04,NE,2079,1543,1099883,677435,9393,17707,,,652,436945,8976
Report,2021-04-04,NE,,,,,,,17535,18286,,,
Admin,2021-04-05,NE,13497,8163,1113380,685598,9638,16837,,,6733,443678,8057
Report,2021-04-05,NE,,,,,,,14556,17756,,,
Admin,2021-04-06,NE,21112,13896,1134492,699494,9872,17132,,,8865,452543,8324
Report,2021-04-06,NE,,,,,,,11711,17050,,,
Admin,2021-04-07,NE,33139,24604,1167631,724098,11182,18287,,,10912,463455,8279
Report,2021-04-07,NE,,,,,,,19416,16376,,,
Admin,2021-04-08,NE,34904,16046,1202535,740144,11040,18456,,,22384,485839,8885
Report,2021-04-08,NE,,,,,,,20998,15705,,,
Admin,2021-04-09,NE,30141,15070,1232676,755214,11945,20573,,,19261,505100,10620
Report,2021-04-09,NE,,,,,,,31156,16564,,,
Admin,2021-04-10,NE,21412,13562,1254088,768776,13269,22326,,,12508,517608,11616
Report,2021-04-10,NE,,,,,,,512,16555,,,
Admin,2021-04-11,NE,9322,4866,1263410,773642,13744,23361,,,4837,522445,12214
Report,2021-04-11,NE,,,,,,,22536,17269,,,
Admin,2021-04-12,NE,12301,7465,1275711,781107,13644,23190,,,7098,529543,12266
Report,2021-04-12,NE,,,,,,,14750,17297,,,
Admin,2021-04-13,NE,18103,9837,1293814,790944,13064,22760,,,8137,537680,12162
Report,2021-04-13,NE,,,,,,,40423,21399,,,
Admin,2021-04-14,NE,20558,8760,1314372,799704,10801,20963,,,11563,549243,12255
Report,2021-04-14,NE,,,,,,,22578,21850,,,
Admin,2021-04-15,NE,27586,11696,1341958,811400,10179,19917,,,15588,564831,11284
Report,2021-04-15,NE,,,,,,,20023,21711,,,
Admin,2021-04-16,NE,19592,10609,1361550,822009,9542,18410,,,8780,573611,9787
Report,2021-04-16,NE,,,,,,,27610,21205,,,
Admin,2021-04-17,NE,12955,5281,1374505,827290,8359,17202,,,7542,581153,9077
Report,2021-04-17,NE,,,,,,,321,21177,,,
Admin,2021-04-18,NE,7263,2236,1381768,829526,7983,16908,,,4940,586093,9092
Report,2021-04-18,NE,,,,,,,11610,19616,,,
Admin,2021-04-19,NE,8830,3147,1390598,832673,7367,16412,,,5544,591637,8870
Report,2021-04-19,NE,,,,,,,12218,19255,,,
Admin,2021-04-20,NE,16668,5465,1407266,838138,6742,16207,,,10916,602553,9267
Report,2021-04-20,NE,,,,,,,16971,15904,,,
Admin,2021-04-21,NE,18877,5184,1426143,843322,6231,15967,,,13484,616037,9542
Report,2021-04-21,NE,,,,,,,10233,14141,,,
Admin,2021-04-22,NE,20137,5472,1446280,848794,5342,14903,,,14427,630464,9376
Report,2021-04-22,NE,,,,,,,23253,14602,,,
Admin,2021-04-23,NE,13842,4186,1460122,852980,4424,14081,,,9481,639945,9476
Report,2021-04-23,NE,,,,,,,8834,11920,,,
