Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:11:06 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,AR,,,,,,,0,0,,,
Admin,2020-12-14,AR,15,13,629,619,310,314,,,1,8,4
Report,2020-12-14,AR,,,,,,,0,0,,,
Admin,2020-12-15,AR,1158,1109,1787,1728,576,595,,,3,11,3
Report,2020-12-15,AR,,,,,,,0,0,,,
Admin,2020-12-16,AR,4104,3732,5891,5460,1365,1472,,,43,54,13
Report,2020-12-16,AR,,,,,,,4,1,,,
Admin,2020-12-17,AR,5178,4911,11069,10371,2074,2213,,,15,69,13
Report,2020-12-17,AR,,,,,,,0,1,,,
Admin,2020-12-18,AR,6427,5964,17496,16335,2723,2916,,,22,91,15
Report,2020-12-18,AR,,,,,,,1510,252,,,
Admin,2020-12-19,AR,1498,1495,18994,17830,2547,2713,,,2,93,13
Report,2020-12-19,AR,,,,,,,6303,1117,,,
Admin,2020-12-20,AR,293,291,19287,18121,2502,2667,,,2,95,12
Report,2020-12-20,AR,,,,,,,0,1117,,,
Admin,2020-12-21,AR,5013,4949,24300,23070,3207,3381,,,10,105,13
Report,2020-12-21,AR,,,,,,,2130,1421,,,
Admin,2020-12-22,AR,6386,6185,30686,29255,3932,4128,,,17,122,15
Report,2020-12-22,AR,,,,,,,0,1421,,,
Admin,2020-12-23,AR,4156,3881,34842,33136,3954,4135,,,11,133,11
Report,2020-12-23,AR,,,,,,,9826,2824,,,
Admin,2020-12-24,AR,184,167,35026,33303,3276,3422,,,15,148,11
Report,2020-12-24,AR,,,,,,,0,2824,,,
Admin,2020-12-25,AR,69,66,35095,33369,2433,2514,,,0,148,8
Report,2020-12-25,AR,,,,,,,5023,3326,,,
Admin,2020-12-26,AR,223,223,35318,33592,2252,2332,,,0,148,7
Report,2020-12-26,AR,,,,,,,75,2436,,,
Admin,2020-12-27,AR,668,667,35986,34259,2305,2385,,,1,149,7
Report,2020-12-27,AR,,,,,,,0,2436,,,
Admin,2020-12-28,AR,4331,4255,40317,38514,2206,2288,,,16,165,8
Report,2020-12-28,AR,,,,,,,163,2155,,,
Admin,2020-12-29,AR,4935,4917,45252,43431,2025,2080,,,3,168,6
Report,2020-12-29,AR,,,,,,,2470,2508,,,
Admin,2020-12-30,AR,6853,6761,52105,50192,2437,2466,,,49,217,12
Report,2020-12-30,AR,,,,,,,2955,1527,,,
Admin,2020-12-31,AR,4652,4605,56757,54797,3071,3104,,,41,258,15
Report,2020-12-31,AR,,,,,,,3343,2004,,,
Admin,2021-01-01,AR,736,722,57493,55519,3164,3199,,,23,281,19
Report,2021-01-01,AR,,,,,,,3735,1820,,,
Admin,2021-01-02,AR,1527,1516,59020,57035,3349,3386,,,9,290,20
Report,2021-01-02,AR,,,,,,,1678,2049,,,
Admin,2021-01-03,AR,1029,1017,60049,58052,3399,3437,,,11,301,21
Report,2021-01-03,AR,,,,,,,1664,2287,,,
Admin,2021-01-04,AR,6420,5479,66469,63531,3574,3736,,,849,1150,140
Report,2021-01-04,AR,,,,,,,0,2264,,,
Admin,2021-01-05,AR,9081,7340,75550,70871,3920,4328,,,1701,2851,383
Report,2021-01-05,AR,,,,,,,0,1911,,,
Admin,2021-01-06,AR,13091,9933,88641,80804,4373,5219,,,2994,5845,804
Report,2021-01-06,AR,,,,,,,0,1489,,,
Admin,2021-01-07,AR,15476,11193,104117,91997,5314,6765,,,4056,9901,1377
Report,2021-01-07,AR,,,,,,,0,1011,,,
Admin,2021-01-08,AR,16544,11348,120661,103345,6832,9024,,,5029,14930,2092
Report,2021-01-08,AR,,,,,,,0,477,,,
Admin,2021-01-09,AR,4174,3143,124835,106488,7065,9402,,,1018,15948,2236
Report,2021-01-09,AR,,,,,,,0,238,,,
