Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:21:28 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,WI,,,,,,,0,0,,,
Admin,2020-12-14,WI,11,11,28,27,14,14,,,0,1,0
Report,2020-12-14,WI,,,,,,,0,0,,,
Admin,2020-12-15,WI,267,267,295,294,98,98,,,0,1,0
Report,2020-12-15,WI,,,,,,,10,3,,,
Admin,2020-12-16,WI,1697,1503,1992,1797,449,498,,,1,2,0
Report,2020-12-16,WI,,,,,,,182,48,,,
Admin,2020-12-17,WI,3881,3302,5873,5099,1020,1174,,,15,17,3
Report,2020-12-17,WI,,,,,,,810,200,,,
Admin,2020-12-18,WI,4623,4481,10496,9580,1597,1749,,,2,19,3
Report,2020-12-18,WI,,,,,,,2277,547,,,
Admin,2020-12-19,WI,2650,2596,13146,12176,1739,1878,,,1,20,2
Report,2020-12-19,WI,,,,,,,0,468,,,
Admin,2020-12-20,WI,1636,1635,14782,13811,1971,2109,,,1,21,2
Report,2020-12-20,WI,,,,,,,3805,1012,,,
Admin,2020-12-21,WI,5538,5533,20320,19344,2760,2898,,,3,24,3
Report,2020-12-21,WI,,,,,,,2675,1394,,,
Admin,2020-12-22,WI,6727,6649,27047,25993,3671,3821,,,3,27,3
Report,2020-12-22,WI,,,,,,,0,1393,,,
Admin,2020-12-23,WI,10885,10879,37932,36872,5011,5134,,,2,29,3
Report,2020-12-23,WI,,,,,,,4505,2010,,,
Admin,2020-12-24,WI,4058,4053,41990,40925,5118,5159,,,5,34,2
Report,2020-12-24,WI,,,,,,,3804,2438,,,
Admin,2020-12-25,WI,401,401,42391,41326,4535,4556,,,0,34,2
Report,2020-12-25,WI,,,,,,,9671,3494,,,
Admin,2020-12-26,WI,2905,2900,45296,44226,4579,4592,,,2,36,2
Report,2020-12-26,WI,,,,,,,421,3554,,,
Admin,2020-12-27,WI,1950,1907,47246,46133,4617,4637,,,2,38,2
Report,2020-12-27,WI,,,,,,,0,3011,,,
Admin,2020-12-28,WI,11256,11165,58502,57298,5422,5454,,,10,48,3
Report,2020-12-28,WI,,,,,,,1749,2879,,,
Admin,2020-12-29,WI,11761,11451,70263,68749,6108,6173,,,161,209,26
Report,2020-12-29,WI,,,,,,,758,2987,,,
Admin,2020-12-30,WI,12610,12471,82873,81220,6335,6420,,,10,219,27
Report,2020-12-30,WI,,,,,,,6779,3312,,,
Admin,2020-12-31,WI,6950,6928,89823,88148,6746,6833,,,6,225,27
Report,2020-12-31,WI,,,,,,,17995,5339,,,
Admin,2021-01-01,WI,185,183,90008,88331,6715,6802,,,2,227,27
Report,2021-01-01,WI,,,,,,,6215,4845,,,
Admin,2021-01-02,WI,4102,3620,94110,91951,6818,6973,,,4,231,27
Report,2021-01-02,WI,,,,,,,3001,5214,,,
Admin,2021-01-03,WI,1850,1482,95960,93433,6757,6959,,,29,260,31
Report,2021-01-03,WI,,,,,,,2317,5545,,,
Admin,2021-01-04,WI,10272,9465,106232,102898,6514,6818,,,732,992,134
Report,2021-01-04,WI,,,,,,,0,5295,,,
Admin,2021-01-05,WI,12880,11675,119112,114573,6546,6978,,,1128,2120,273
Report,2021-01-05,WI,,,,,,,424,5247,,,
Admin,2021-01-06,WI,16682,13876,135794,128449,6747,7560,,,2612,4732,644
Report,2021-01-06,WI,,,,,,,5815,5110,,,
Admin,2021-01-07,WI,16942,13831,152736,142280,7733,8987,,,2982,7714,1069
Report,2021-01-07,WI,,,,,,,8957,3818,,,
Admin,2021-01-08,WI,18407,13777,171143,156057,9675,11590,,,4560,12274,1721
Report,2021-01-08,WI,,,,,,,16203,5245,,,
