Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:16:42 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,NH,,,,,,,0,0,,,
Admin,2020-12-14,NH,0,0,0,0,0,0,,,0,0,0
Report,2020-12-14,NH,,,,,,,0,0,,,
Admin,2020-12-15,NH,83,83,83,83,28,27,,,0,0,0
Report,2020-12-15,NH,,,,,,,108,36,,,
Admin,2020-12-16,NH,854,850,937,933,233,234,,,0,0,0
Report,2020-12-16,NH,,,,,,,826,234,,,
Admin,2020-12-17,NH,1088,1080,2025,2013,403,405,,,0,0,0
Report,2020-12-17,NH,,,,,,,1056,398,,,
Admin,2020-12-18,NH,1091,1088,3116,3101,517,519,,,0,0,0
Report,2020-12-18,NH,,,,,,,1081,512,,,
Admin,2020-12-19,NH,119,119,3235,3220,460,462,,,0,0,0
Report,2020-12-19,NH,,,,,,,118,456,,,
Admin,2020-12-20,NH,317,317,3552,3537,505,507,,,0,0,0
Report,2020-12-20,NH,,,,,,,304,499,,,
Admin,2020-12-21,NH,404,403,3956,3940,563,565,,,0,0,0
Report,2020-12-21,NH,,,,,,,367,551,,,
Admin,2020-12-22,NH,1280,1275,5236,5215,733,736,,,0,0,0
Report,2020-12-22,NH,,,,,,,502,608,,,
Admin,2020-12-23,NH,3617,3605,8853,8820,1127,1130,,,0,0,0
Report,2020-12-23,NH,,,,,,,2898,904,,,
Admin,2020-12-24,NH,1029,1028,9882,9848,1119,1122,,,0,0,0
Report,2020-12-24,NH,,,,,,,1743,1002,,,
Admin,2020-12-25,NH,25,25,9907,9873,967,970,,,0,0,0
Report,2020-12-25,NH,,,,,,,242,882,,,
Admin,2020-12-26,NH,860,860,10767,10733,1073,1076,,,0,0,0
Report,2020-12-26,NH,,,,,,,426,926,,,
Admin,2020-12-27,NH,779,779,11546,11512,1139,1142,,,0,0,0
Report,2020-12-27,NH,,,,,,,832,1001,,,
Admin,2020-12-28,NH,2342,2336,13888,13848,1415,1418,,,1,1,0
Report,2020-12-28,NH,,,,,,,2021,1238,,,
