Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:13:46 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,FL,,,,,,,0,0,,,
Admin,2020-12-14,FL,72,72,77,77,39,38,,,0,0,0
Report,2020-12-14,FL,,,,,,,0,0,,,
Admin,2020-12-15,FL,2691,2688,2768,2765,922,922,,,3,3,1
Report,2020-12-15,FL,,,,,,,0,0,,,
Admin,2020-12-16,FL,11086,10901,13854,13666,3417,3463,,,49,52,13
Report,2020-12-16,FL,,,,,,,29,7,,,
Admin,2020-12-17,FL,14190,14143,28044,27809,5562,5608,,,27,79,15
Report,2020-12-17,FL,,,,,,,2511,508,,,
Admin,2020-12-18,FL,16333,16280,44377,44089,7348,7396,,,36,115,19
Report,2020-12-18,FL,,,,,,,7593,1689,,,
Admin,2020-12-19,FL,5208,5173,49585,49262,7037,7083,,,17,132,18
Report,2020-12-19,FL,,,,,,,9501,2805,,,
Admin,2020-12-20,FL,3571,3544,53156,52806,7543,7593,,,24,156,22
Report,2020-12-20,FL,,,,,,,13132,4681,,,
Admin,2020-12-21,FL,18096,17994,71252,70800,10103,10167,,,54,210,30
Report,2020-12-21,FL,,,,,,,7373,5734,,,
Admin,2020-12-22,FL,23168,23036,94420,93836,13010,13093,,,96,306,43
Report,2020-12-22,FL,,,,,,,3681,6260,,,
Admin,2020-12-23,FL,33386,33061,127806,126897,16176,16278,,,272,578,75
Report,2020-12-23,FL,,,,,,,6218,7144,,,
Admin,2020-12-24,FL,12760,12560,140566,139457,15950,16074,,,180,758,97
Report,2020-12-24,FL,,,,,,,18235,9390,,,
Admin,2020-12-25,FL,647,630,141213,140087,13714,13833,,,17,775,94
Report,2020-12-25,FL,,,,,,,24429,11796,,,
Admin,2020-12-26,FL,6906,6805,148119,146892,13947,14076,,,98,873,105
Report,2020-12-26,FL,,,,,,,14142,12459,,,
Admin,2020-12-27,FL,4066,3982,152185,150874,14010,14147,,,70,943,112
Report,2020-12-27,FL,,,,,,,12172,12321,,,
Admin,2020-12-28,FL,32879,32299,185064,183173,16053,16258,,,503,1446,176
Report,2020-12-28,FL,,,,,,,4149,11861,,,
Admin,2020-12-29,FL,43521,42274,228585,225447,18802,19166,,,1063,2509,314
Report,2020-12-29,FL,,,,,,,23687,14719,,,
Admin,2020-12-30,FL,49857,48524,278442,273971,21011,21519,,,1217,3726,449
Report,2020-12-30,FL,,,,,,,29877,18099,,,
Admin,2020-12-31,FL,19928,19525,298370,293496,22006,22543,,,338,4064,472
Report,2020-12-31,FL,,,,,,,36302,20680,,,
Admin,2021-01-01,FL,8284,7569,306654,301065,22997,23634,,,584,4648,553
Report,2021-01-01,FL,,,,,,,24778,20730,,,
Admin,2021-01-02,FL,13932,13593,320586,314658,23967,24638,,,317,4965,584
Report,2021-01-02,FL,,,,,,,8778,19963,,,
Admin,2021-01-03,FL,8769,8333,329355,322991,24588,25310,,,415,5380,633
Report,2021-01-03,FL,,,,,,,12777,20050,,,
Admin,2021-01-04,FL,46958,43309,376313,366300,26161,27321,,,3453,8833,1055
Report,2021-01-04,FL,,,,,,,5148,20192,,,
Admin,2021-01-05,FL,63774,57993,440087,424293,28407,30214,,,5495,14328,1688
Report,2021-01-05,FL,,,,,,,30759,21203,,,
Admin,2021-01-06,FL,84682,73359,524769,497652,31954,35189,,,10599,24927,3028
Report,2021-01-06,FL,,,,,,,43761,23186,,,
Admin,2021-01-07,FL,99252,82692,624021,580344,40978,46521,,,13210,38137,4867
Report,2021-01-07,FL,,,,,,,63770,27110,,,
Admin,2021-01-08,FL,101964,83824,725985,664168,51872,59904,,,15142,53279,6947
Report,2021-01-08,FL,,,,,,,69827,33546,,,
Admin,2021-01-09,FL,56214,49881,782199,714049,57056,65944,,,3733,57012,7435
Report,2021-01-09,FL,,,,,,,82639,44097,,,
Admin,2021-01-10,FL,27059,23141,809258,737190,59171,68557,,,2309,59321,7705
Report,2021-01-10,FL,,,,,,,46915,48974,,,
Admin,2021-01-11,FL,87635,70280,896893,807470,63024,74368,,,15987,75308,9496
Report,2021-01-11,FL,,,,,,,31257,52704,,,
Admin,2021-01-12,FL,102385,83968,999278,891438,66735,79884,,,16990,92298,11138
Report,2021-01-12,FL,,,,,,,0,48310,,,
Admin,2021-01-13,FL,117468,100136,1116746,991574,70560,84568,,,15926,108224,11899
Report,2021-01-13,FL,,,,,,,141045,62208,,,
Admin,2021-01-14,FL,117233,103105,1233979,1094679,73476,87136,,,10684,118908,11538
Report,2021-01-14,FL,,,,,,,78596,64326,,,
Admin,2021-01-15,FL,106061,94808,1340040,1189487,75046,87722,,,9473,128381,10728
Report,2021-01-15,FL,,,,,,,82625,66154,,,
Admin,2021-01-16,FL,53196,44228,1393236,1233715,74238,87291,,,7519,135900,11269
Report,2021-01-16,FL,,,,,,,96468,68129,,,
Admin,2021-01-17,FL,24167,20234,1417403,1253949,73823,86877,,,3382,139282,11423
Report,2021-01-17,FL,,,,,,,75570,72223,,,
Admin,2021-01-18,FL,56395,38997,1473798,1292946,69354,82415,,,16312,155594,11469
Report,2021-01-18,FL,,,,,,,25549,71408,,,
Admin,2021-01-19,FL,83898,58821,1557696,1351767,65761,79774,,,23687,179281,12426
Report,2021-01-19,FL,,,,,,,41392,77321,,,
Admin,2021-01-20,FL,109818,85596,1667514,1437363,63684,78681,,,22611,201892,13381
Report,2021-01-20,FL,,,,,,,65290,66499,,,
Admin,2021-01-21,FL,114862,88960,1782376,1526323,61663,78342,,,23601,225493,15226
Report,2021-01-21,FL,,,,,,,0,55271,,,
Admin,2021-01-22,FL,133361,111500,1915737,1637823,64048,82242,,,20275,245768,16769
Report,2021-01-22,FL,,,,,,,74402,54096,,,
Admin,2021-01-23,FL,56949,43242,1972686,1681065,63907,82778,,,13148,258916,17573
Report,2021-01-23,FL,,,,,,,174626,65261,,,
Admin,2021-01-24,FL,24431,13320,1997117,1694385,62919,82816,,,10221,269137,18550
Report,2021-01-24,FL,,,,,,,55791,62436,,,
Admin,2021-01-25,FL,82171,44216,2079288,1738601,63665,86498,,,35407,304544,21278
Report,2021-01-25,FL,,,,,,,0,58786,,,
Admin,2021-01-26,FL,104109,47999,2183397,1786600,62119,89385,,,51945,356489,25315
Report,2021-01-26,FL,,,,,,,30696,57258,,,
Admin,2021-01-27,FL,130490,71600,2313887,1858200,60120,92339,,,55591,412080,30026
Report,2021-01-27,FL,,,,,,,57001,56074,,,
Admin,2021-01-28,FL,121075,63914,2434962,1922114,56542,93226,,,53765,465845,34336
Report,2021-01-28,FL,,,,,,,74760,66754,,,
Admin,2021-01-29,FL,128841,81514,2563803,2003628,52258,92580,,,44003,509848,37725
Report,2021-01-29,FL,,,,,,,88995,68838,,,
Admin,2021-01-30,FL,61561,24955,2625364,2028583,49645,93239,,,33746,543594,40668
Report,2021-01-30,FL,,,,,,,93952,57314,,,
Admin,2021-01-31,FL,34186,13780,2659550,2042363,49711,94633,,,18704,562298,41880
Report,2021-01-31,FL,,,,,,,69428,59262,,,
Admin,2021-02-01,FL,117654,36568,2777204,2078931,48619,99702,,,75692,637990,47635
Report,2021-02-01,FL,,,,,,,45752,65798,,,
Admin,2021-02-02,FL,133920,46071,2911124,2125002,48343,103961,,,83967,721957,52209
Report,2021-02-02,FL,,,,,,,42765,67522,,,
Admin,2021-02-03,FL,154716,63383,3065840,2188385,47169,107421,,,86480,808437,56622
Report,2021-02-03,FL,,,,,,,85025,71525,,,
Admin,2021-02-04,FL,160785,57273,3226625,2245658,46221,113094,,,96215,904652,62686
Report,2021-02-04,FL,,,,,,,90586,73786,,,
Admin,2021-02-05,FL,162160,70215,3388785,2315873,44606,117854,,,88108,992760,68987
Report,2021-02-05,FL,,,,,,,36990,66357,,,
Admin,2021-02-06,FL,84552,41458,3473337,2357331,46964,121139,,,40839,1033599,70000
Report,2021-02-06,FL,,,,,,,125095,70806,,,
Admin,2021-02-07,FL,38024,19657,3511361,2376988,47804,121687,,,16609,1050208,69701
Report,2021-02-07,FL,,,,,,,221688,92557,,,
Admin,2021-02-08,FL,111458,52047,3622819,2429035,50015,120802,,,56581,1106789,66971
Report,2021-02-08,FL,,,,,,,0,86021,,,
Admin,2021-02-09,FL,136363,54496,3759182,2483531,51218,121151,,,78734,1185523,66223
Report,2021-02-09,FL,,,,,,,123773,97594,,,
Admin,2021-02-10,FL,147974,64059,3907156,2547590,51315,120188,,,80536,1266059,65374
Report,2021-02-10,FL,,,,,,,104235,100338,,,
Admin,2021-02-11,FL,159085,71299,4066241,2618889,53319,119945,,,82208,1348267,63373
Report,2021-02-11,FL,,,,,,,122195,104854,,,
Admin,2021-02-12,FL,171486,90176,4237727,2709065,56170,121277,,,73573,1421840,61297
Report,2021-02-12,FL,,,,,,,258314,136471,,,
Admin,2021-02-13,FL,91803,48901,4329530,2757966,57234,122313,,,37374,1459214,60802
Report,2021-02-13,FL,,,,,,,135386,137942,,,
Admin,2021-02-14,FL,41396,25841,4370926,2783807,58117,122795,,,12958,1472172,60280
Report,2021-02-14,FL,,,,,,,116426,122904,,,
Admin,2021-02-15,FL,93791,49968,4464717,2833775,57820,120271,,,35467,1507639,57264
Report,2021-02-15,FL,,,,,,,53071,130486,,,
Admin,2021-02-16,FL,118289,60666,4583006,2894441,58701,117689,,,51467,1559106,53369
Report,2021-02-16,FL,,,,,,,78069,123957,,,
Admin,2021-02-17,FL,110416,56902,4693422,2951343,57679,112323,,,47464,1606570,48644
Report,2021-02-17,FL,,,,,,,103573,123862,,,
Admin,2021-02-18,FL,128482,53005,4821904,3004348,55066,107951,,,61622,1668192,45703
Report,2021-02-18,FL,,,,,,,116655,123071,,,
Admin,2021-02-19,FL,106289,44373,4928193,3048721,48522,98638,,,49389,1717581,42248
Report,2021-02-19,FL,,,,,,,379227,140344,,,
Admin,2021-02-20,FL,52986,25933,4981179,3074654,45241,93092,,,19458,1737039,39689
Report,2021-02-20,FL,,,,,,,7447,122067,,,
Admin,2021-02-21,FL,27022,13166,5008201,3087820,43430,91039,,,8370,1745409,39033
Report,2021-02-21,FL,,,,,,,181153,131314,,,
Admin,2021-02-22,FL,83302,33410,5091503,3121230,41065,89540,,,36555,1781964,39189
Report,2021-02-22,FL,,,,,,,3575,124243,,,
Admin,2021-02-23,FL,99595,42025,5191098,3163255,38402,86870,,,44776,1826740,38233
Report,2021-02-23,FL,,,,,,,15379,115287,,,
Admin,2021-02-24,FL,111005,57977,5302103,3221232,38556,86954,,,40697,1867437,37266
Report,2021-02-24,FL,,,,,,,96697,114305,,,
Admin,2021-02-25,FL,127285,68740,5429388,3289972,40803,86783,,,45373,1912810,34945
Report,2021-02-25,FL,,,,,,,102499,112282,,,
Admin,2021-02-26,FL,138553,79780,5567941,3369752,45862,91392,,,45059,1957869,34326
Report,2021-02-26,FL,,,,,,,99329,72297,,,
Admin,2021-02-27,FL,77891,41780,5645832,3411532,48125,94950,,,27816,1985685,35520
Report,2021-02-27,FL,,,,,,,117823,88065,,,
Admin,2021-02-28,FL,41566,24967,5687398,3436499,49811,97028,,,10777,1996462,35864
Report,2021-02-28,FL,,,,,,,222067,93910,,,
Admin,2021-03-01,FL,132087,83452,5819485,3519951,56960,103997,,,34123,2030585,35517
Report,2021-03-01,FL,,,,,,,3540,93905,,,
Admin,2021-03-02,FL,144764,95436,5964249,3615387,64590,110450,,,39800,2070385,34806
Report,2021-03-02,FL,,,,,,,29931,95984,,,
Admin,2021-03-03,FL,161567,106998,6125816,3722385,71593,117673,,,42336,2112721,35040
Report,2021-03-03,FL,,,,,,,89455,94949,,,
Admin,2021-03-04,FL,181380,116257,6307196,3838642,78381,125401,,,51604,2164325,35930
Report,2021-03-04,FL,,,,,,,146854,101286,,,
Admin,2021-03-05,FL,184494,122497,6491690,3961139,84484,131964,,,62773,2227098,38461
Report,2021-03-05,FL,,,,,,,134453,106303,,,
Admin,2021-03-06,FL,100715,64900,6592405,4026039,87787,135224,,,38786,2265884,40028
Report,2021-03-06,FL,,,,,,,239704,123715,,,
Admin,2021-03-07,FL,55095,41559,6647500,4067598,90157,137157,,,17699,2283583,41017
Report,2021-03-07,FL,,,,,,,212093,122290,,,
Admin,2021-03-08,FL,146783,103602,6794283,4171200,93036,139256,,,47548,2331131,42935
Report,2021-03-08,FL,,,,,,,4377,122410,,,
Admin,2021-03-09,FL,167232,116303,6961515,4287503,96017,142466,,,57662,2388793,45486
Report,2021-03-09,FL,,,,,,,56594,126219,,,
Admin,2021-03-10,FL,168905,119415,7130420,4406918,97790,143514,,,61736,2450529,48258
Report,2021-03-10,FL,,,,,,,108752,128975,,,
Admin,2021-03-11,FL,183740,120275,7314160,4527193,98364,143852,,,79639,2530168,52263
Report,2021-03-11,FL,,,,,,,261899,145410,,,
Admin,2021-03-12,FL,184128,109312,7498288,4636505,96481,143799,,,90697,2620865,56252
Report,2021-03-12,FL,,,,,,,281280,166386,,,
Admin,2021-03-13,FL,124308,76276,7622596,4712781,98106,147170,,,70364,2691229,60763
Report,2021-03-13,FL,,,,,,,386505,187357,,,
Admin,2021-03-14,FL,68830,49445,7691426,4762226,99233,149132,,,31801,2723030,62778
Report,2021-03-14,FL,,,,,,,108429,172548,,,
Admin,2021-03-15,FL,165527,110110,7856953,4872336,100162,151810,,,63253,2786283,65021
Report,2021-03-15,FL,,,,,,,8069,173075,,,
Admin,2021-03-16,FL,188477,124830,8045430,4997166,101380,154845,,,69710,2855993,66742
Report,2021-03-16,FL,,,,,,,81534,176638,,,
Admin,2021-03-17,FL,177757,124545,8223187,5121711,102113,156109,,,58337,2914330,66257
Report,2021-03-17,FL,,,,,,,134665,180340,,,
Admin,2021-03-18,FL,185066,123778,8408253,5245489,102614,156299,,,65678,2980008,64262
Report,2021-03-18,FL,,,,,,,190137,170088,,,
Admin,2021-03-19,FL,172941,121285,8581194,5366774,104324,154700,,,58187,3038195,59618
Report,2021-03-19,FL,,,,,,,161451,152970,,,
Admin,2021-03-20,FL,100654,69354,8681848,5436128,103335,151321,,,45826,3084021,56113
Report,2021-03-20,FL,,,,,,,293647,139705,,,
Admin,2021-03-21,FL,64860,46506,8746708,5482634,102915,150754,,,27390,3111411,55483
Report,2021-03-21,FL,,,,,,,209099,154086,,,
Admin,2021-03-22,FL,175624,130275,8922332,5612909,105796,152197,,,51067,3162478,53742
Report,2021-03-22,FL,,,,,,,4406,153563,,,
Admin,2021-03-23,FL,203715,148809,9126047,5761718,109222,154373,,,60012,3222490,52356
Report,2021-03-23,FL,,,,,,,59423,150404,,,
Admin,2021-03-24,FL,220373,149474,9346420,5911192,112783,160461,,,78459,3300949,55231
Report,2021-03-24,FL,,,,,,,146010,152025,,,
Admin,2021-03-25,FL,223126,140136,9569546,6051328,115120,165899,,,88534,3389483,58496
Report,2021-03-25,FL,,,,,,,206280,154331,,,
Admin,2021-03-26,FL,189796,115752,9759342,6167080,114329,168306,,,79339,3468822,61518
Report,2021-03-26,FL,,,,,,,208424,161041,,,
Admin,2021-03-27,FL,120351,72484,9879693,6239564,114777,171120,,,56088,3524910,62984
Report,2021-03-27,FL,,,,,,,217210,150122,,,
Admin,2021-03-28,FL,77586,45479,9957279,6285043,114630,172938,,,33481,3558391,63854
Report,2021-03-28,FL,,,,,,,242367,154874,,,
Admin,2021-03-29,FL,210927,120371,10168206,6405414,113215,177982,,,94014,3652405,69989
Report,2021-03-29,FL,,,,,,,5703,155060,,,
Admin,2021-03-30,FL,230132,121804,10398338,6527218,109357,181755,,,111367,3763772,77326
Report,2021-03-30,FL,,,,,,,128657,164950,,,
Admin,2021-03-31,FL,235203,136465,10633541,6663683,107499,183874,,,108641,3872413,81637
Report,2021-03-31,FL,,,,,,,157958,166657,,,
Admin,2021-04-01,FL,246659,134681,10880200,6798364,106719,187236,,,118510,3990923,85920
Report,2021-04-01,FL,,,,,,,218413,168390,,,
Admin,2021-04-02,FL,227329,130100,11107529,6928464,108769,192598,,,107936,4098859,90005
Report,2021-04-02,FL,,,,,,,206411,168103,,,
Admin,2021-04-03,FL,123216,78168,11230745,7006632,109581,193007,,,53908,4152767,89693
Report,2021-04-03,FL,,,,,,,215889,167914,,,
Admin,2021-04-04,FL,59408,34793,11290153,7041425,108055,190410,,,27847,4180614,88889
Report,2021-04-04,FL,,,,,,,361805,184977,,,
Admin,2021-04-05,FL,242334,136314,11532487,7177739,110332,194897,,,120458,4301072,92666
Report,2021-04-05,FL,,,,,,,1448,184369,,,
Admin,2021-04-06,FL,292841,180984,11825328,7358723,118786,203855,,,144253,4445325,97364
Report,2021-04-06,FL,,,,,,,78388,177187,,,
Admin,2021-04-07,FL,293611,186877,12118939,7545600,125988,212199,,,139504,4584829,101773
Report,2021-04-07,FL,,,,,,,160603,177565,,,
Admin,2021-04-08,FL,275317,167019,12394256,7712619,130608,216293,,,139985,4724814,104841
Report,2021-04-08,FL,,,,,,,294979,188503,,,
Admin,2021-04-09,FL,268293,163880,12662549,7876499,135434,222145,,,134071,4858885,108575
Report,2021-04-09,FL,,,,,,,266616,197104,,,
Admin,2021-04-10,FL,173679,117923,12836228,7994422,141113,229354,,,96493,4955378,114658
Report,2021-04-10,FL,,,,,,,271967,205115,,,
Admin,2021-04-11,FL,87579,60421,12923807,8054843,144774,233379,,,46799,5002177,117366
Report,2021-04-11,FL,,,,,,,272414,192345,,,
Admin,2021-04-12,FL,230528,124792,13154335,8179635,143128,231692,,,126875,5129052,118282
Report,2021-04-12,FL,,,,,,,171255,216603,,,
Admin,2021-04-13,FL,241226,127862,13395561,8307497,135539,224319,,,112155,5241207,113697
Report,2021-04-13,FL,,,,,,,104958,220399,,,
Admin,2021-04-14,FL,221261,116324,13616822,8423821,125460,213983,,,102473,5343680,108407
Report,2021-04-14,FL,,,,,,,114057,213749,,,
Admin,2021-04-15,FL,211228,105935,13828050,8529756,116734,204827,,,102306,5445986,103024
Report,2021-04-15,FL,,,,,,,248339,207087,,,
Admin,2021-04-16,FL,207295,102376,14035345,8632132,107948,196113,,,102443,5548429,98506
Report,2021-04-16,FL,,,,,,,216940,199990,,,
Admin,2021-04-17,FL,126504,75452,14161849,8707584,101880,189374,,,49900,5598329,91850
Report,2021-04-17,FL,,,,,,,261743,198529,,,
Admin,2021-04-18,FL,80169,43240,14242018,8750824,99426,188315,,,36110,5634439,90323
Report,2021-04-18,FL,,,,,,,367898,212170,,,
Admin,2021-04-19,FL,186687,70497,14428705,8821321,91669,182052,,,113555,5747994,88420
Report,2021-04-19,FL,,,,,,,2564,188071,,,
Admin,2021-04-20,FL,204557,79247,14633262,8900568,84724,176814,,,122414,5870408,89885
Report,2021-04-20,FL,,,,,,,86540,185440,,,
Admin,2021-04-21,FL,199862,70120,14833124,8970688,78124,173757,,,126814,5997222,93363
Report,2021-04-21,FL,,,,,,,166320,192906,,,
Admin,2021-04-22,FL,202115,72846,15035239,9043534,73397,172455,,,126371,6123593,96801
Report,2021-04-22,FL,,,,,,,204079,186583,,,
Admin,2021-04-23,FL,207168,86620,15242407,9130154,71146,172437,,,118098,6241691,99037
Report,2021-04-23,FL,,,,,,,205091,184891,,,
Admin,2021-04-24,FL,130077,62769,15372484,9192923,69334,172947,,,66090,6307781,101350
Report,2021-04-24,FL,,,,,,,190686,174740,,,
Admin,2021-04-25,FL,71395,39879,15443879,9232802,68854,171694,,,31677,6339458,100717
Report,2021-04-25,FL,,,,,,,210066,152192,,,
Admin,2021-04-26,FL,172370,62074,15616249,9294876,67651,169649,,,109983,6449441,100206
Report,2021-04-26,FL,,,,,,,145967,172678,,,
Admin,2021-04-27,FL,177350,67043,15793599,9361919,65907,165762,,,113071,6562512,98872
Report,2021-04-27,FL,,,,,,,89818,173147,,,
Admin,2021-04-28,FL,177229,66647,15970828,9428566,65411,162529,,,114743,6677255,97147
Report,2021-04-28,FL,,,,,,,152611,171188,,,
Admin,2021-04-29,FL,167189,61321,16138017,9489887,63765,157539,,,109949,6787204,94801
Report,2021-04-29,FL,,,,,,,162594,165262,,,
Admin,2021-04-30,FL,178644,67731,16316661,9557618,61066,153464,,,115637,6902841,94450
Report,2021-04-30,FL,,,,,,,146134,156839,,,
Admin,2021-05-01,FL,114634,45749,16431295,9603367,58635,151258,,,71800,6974641,95265
Report,2021-05-01,FL,,,,,,,328186,176482,,,
Admin,2021-05-02,FL,67764,28546,16499059,9631913,57016,150740,,,43383,7018024,96938
Report,2021-05-02,FL,,,,,,,3549,146980,,,
Admin,2021-05-03,FL,150942,55838,16650001,9687751,56125,147678,,,117164,7135188,97963
Report,2021-05-03,FL,,,,,,,74750,136806,,,
Admin,2021-05-04,FL,180946,55249,16830947,9743000,54440,148192,,,131774,7266962,100635
Report,2021-05-04,FL,,,,,,,39599,129632,,,
Admin,2021-05-05,FL,175803,52406,17006750,9795406,52406,147988,,,129119,7396081,102689
Report,2021-05-05,FL,,,,,,,115873,124384,,,
Admin,2021-05-06,FL,161664,49312,17168414,9844718,50690,147199,,,118432,7514513,103901
Report,2021-05-06,FL,,,,,,,171293,125626,,,
Admin,2021-05-07,FL,162711,52545,17331125,9897263,48521,144923,,,116563,7631076,104033
Report,2021-05-07,FL,,,,,,,191310,132080,,,
Admin,2021-05-08,FL,96206,40998,17427331,9938261,47842,142290,,,67662,7698738,103442
Report,2021-05-08,FL,,,,,,,167518,109127,,,
Admin,2021-05-09,FL,47105,21542,17474436,9959803,46841,139339,,,32158,7730896,101838
Report,2021-05-09,FL,,,,,,,179040,134198,,,
Admin,2021-05-10,FL,127222,46006,17601658,10005809,45437,135951,,,88789,7819685,97785
Report,2021-05-10,FL,,,,,,,167792,147489,,,
Admin,2021-05-11,FL,148017,52782,17749675,10058591,45084,131246,,,102657,7922342,93625
Report,2021-05-11,FL,,,,,,,98532,155908,,,
Admin,2021-05-12,FL,128948,46359,17878623,10104950,44221,124553,,,89601,8011943,87980
Report,2021-05-12,FL,,,,,,,104013,154214,,,
