Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:14:44 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,IN,,,,,,,0,0,,,
Admin,2020-12-14,IN,60,59,402,396,198,201,,,0,7,3
Report,2020-12-14,IN,,,,,,,0,0,,,
Admin,2020-12-15,IN,785,778,1187,1174,391,395,,,2,9,3
Report,2020-12-15,IN,,,,,,,0,0,,,
Admin,2020-12-16,IN,2261,2259,3448,3433,858,862,,,1,10,2
Report,2020-12-16,IN,,,,,,,0,0,,,
Admin,2020-12-17,IN,2568,2549,6016,5982,1196,1203,,,3,13,2
Report,2020-12-17,IN,,,,,,,686,137,,,
Admin,2020-12-18,IN,11029,10914,17045,16896,2816,2840,,,35,48,8
Report,2020-12-18,IN,,,,,,,2092,463,,,
Admin,2020-12-19,IN,7926,7783,24971,24679,3526,3567,,,38,86,12
Report,2020-12-19,IN,,,,,,,2114,699,,,
Admin,2020-12-20,IN,2997,2954,27968,27633,3899,3946,,,28,114,15
Report,2020-12-20,IN,,,,,,,8106,1857,,,
Admin,2020-12-21,IN,9783,9699,37751,37332,5277,5335,,,49,163,22
Report,2020-12-21,IN,,,,,,,0,1857,,,
Admin,2020-12-22,IN,9669,9594,47420,46926,6536,6604,,,54,217,29
Report,2020-12-22,IN,,,,,,,2252,2179,,,
Admin,2020-12-23,IN,10810,10727,58230,57653,7746,7826,,,51,268,36
Report,2020-12-23,IN,,,,,,,18385,4805,,,
Admin,2020-12-24,IN,1770,1754,60000,59407,7632,7712,,,13,281,38
Report,2020-12-24,IN,,,,,,,0,4707,,,
Admin,2020-12-25,IN,16,9,60016,59416,6074,6138,,,7,288,34
Report,2020-12-25,IN,,,,,,,0,4408,,,
Admin,2020-12-26,IN,6034,5963,66050,65379,5814,5868,,,52,340,36
Report,2020-12-26,IN,,,,,,,0,4106,,,
Admin,2020-12-27,IN,3175,3143,69225,68522,5841,5893,,,20,360,35
Report,2020-12-27,IN,,,,,,,0,2948,,,
Admin,2020-12-28,IN,12845,12659,82070,81181,6264,6331,,,103,463,42
Report,2020-12-28,IN,,,,,,,16793,5347,,,
Admin,2020-12-29,IN,13660,13492,95730,94673,6821,6901,,,91,554,48
Report,2020-12-29,IN,,,,,,,12419,6800,,,
Admin,2020-12-30,IN,14295,14033,110025,108706,7293,7399,,,91,645,53
Report,2020-12-30,IN,,,,,,,0,4173,,,
Admin,2020-12-31,IN,6786,6458,116811,115164,7965,8115,,,160,805,74
Report,2020-12-31,IN,,,,,,,11504,5817,,,
Admin,2021-01-01,IN,1038,860,117849,116024,8087,8261,,,159,964,96
Report,2021-01-01,IN,,,,,,,11400,7445,,,
Admin,2021-01-02,IN,8888,8673,126737,124697,8474,8669,,,147,1111,110
Report,2021-01-02,IN,,,,,,,0,7445,,,
Admin,2021-01-03,IN,4168,4023,130905,128720,8600,8811,,,58,1169,115
Report,2021-01-03,IN,,,,,,,5416,8219,,,
Admin,2021-01-04,IN,14193,13437,145098,142157,8711,9004,,,634,1803,191
Report,2021-01-04,IN,,,,,,,8737,7068,,,
Admin,2021-01-05,IN,14880,13680,159978,155837,8738,9178,,,1102,2905,335
Report,2021-01-05,IN,,,,,,,11319,6911,,,
Admin,2021-01-06,IN,15550,13570,175528,169407,8672,9357,,,1893,4798,593
Report,2021-01-06,IN,,,,,,,11892,8610,,,
Admin,2021-01-07,IN,17909,14634,193437,184041,9840,10946,,,2932,7730,989
Report,2021-01-07,IN,,,,,,,14097,8980,,,
Admin,2021-01-08,IN,20538,11222,213975,195263,11320,13732,,,9181,16911,2278
Report,2021-01-08,IN,,,,,,,12975,9205,,,
Admin,2021-01-09,IN,14444,7695,228419,202958,11180,14526,,,6550,23461,3192
Report,2021-01-09,IN,,,,,,,0,9205,,,
Admin,2021-01-10,IN,7471,4517,235890,207475,11251,14997,,,2832,26293,3589
Report,2021-01-10,IN,,,,,,,19334,11193,,,
Admin,2021-01-11,IN,24621,15775,260511,223250,11585,16487,,,8561,34854,4721
Report,2021-01-11,IN,,,,,,,20758,12911,,,
Admin,2021-01-12,IN,25962,17304,286473,240554,12102,18070,,,8411,43265,5765
Report,2021-01-12,IN,,,,,,,0,11294,,,
Admin,2021-01-13,IN,28919,20141,315392,260695,13041,19980,,,8545,51810,6716
Report,2021-01-13,IN,,,,,,,41644,15544,,,
Admin,2021-01-14,IN,28148,23672,343540,284367,14332,21443,,,4275,56085,6907
Report,2021-01-14,IN,,,,,,,26534,17321,,,
Admin,2021-01-15,IN,26581,22865,370121,307232,15996,22306,,,3396,59481,6081
Report,2021-01-15,IN,,,,,,,22935,18744,,,
Admin,2021-01-16,IN,16429,11099,386550,318331,16482,22590,,,5209,64690,5889
Report,2021-01-16,IN,,,,,,,0,18744,,,
Admin,2021-01-17,IN,7798,5134,394348,323465,16570,22636,,,2597,67287,5856
Report,2021-01-17,IN,,,,,,,0,15982,,,
Admin,2021-01-18,IN,25303,16487,419651,339952,16672,22734,,,8601,75888,5862
