Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:17:22 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,NJ,,,,,,,0,0,,,
Admin,2020-12-14,NJ,3,3,146,139,70,73,,,1,14,7
Report,2020-12-14,NJ,,,,,,,0,0,,,
Admin,2020-12-15,NJ,472,472,618,611,204,206,,,0,14,4
Report,2020-12-15,NJ,,,,,,,0,0,,,
Admin,2020-12-16,NJ,1227,1227,1845,1838,460,461,,,0,14,3
Report,2020-12-16,NJ,,,,,,,242,61,,,
Admin,2020-12-17,NJ,2412,2409,4257,4247,849,851,,,3,17,3
Report,2020-12-17,NJ,,,,,,,478,144,,,
Admin,2020-12-18,NJ,7221,7035,11478,11282,1880,1913,,,3,20,3
Report,2020-12-18,NJ,,,,,,,1098,303,,,
Admin,2020-12-19,NJ,3962,3883,15440,15165,2166,2205,,,3,23,3
Report,2020-12-19,NJ,,,,,,,3534,765,,,
Admin,2020-12-20,NJ,2394,2385,17834,17550,2488,2527,,,0,23,1
Report,2020-12-20,NJ,,,,,,,2524,1125,,,
Admin,2020-12-21,NJ,8310,8173,26144,25723,3655,3714,,,6,29,2
Report,2020-12-21,NJ,,,,,,,1297,1310,,,
Admin,2020-12-22,NJ,9108,8527,35252,34250,4806,4947,,,4,33,2
Report,2020-12-22,NJ,,,,,,,0,1310,,,
Admin,2020-12-23,NJ,9055,9035,44307,43285,5921,6066,,,11,44,4
Report,2020-12-23,NJ,,,,,,,15935,3552,,,
Admin,2020-12-24,NJ,4466,4445,48773,47730,6212,6359,,,8,52,5
