Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:20:07 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,VT,,,,,,,0,0,,,
Admin,2020-12-14,VT,8,8,98,98,49,49,,,0,0,0
Report,2020-12-14,VT,,,,,,,0,0,,,
Admin,2020-12-15,VT,31,31,129,129,43,43,,,0,0,0
Report,2020-12-15,VT,,,,,,,0,0,,,
Admin,2020-12-16,VT,411,408,540,537,134,135,,,1,1,0
Report,2020-12-16,VT,,,,,,,20,5,,,
Admin,2020-12-17,VT,781,778,1321,1315,263,264,,,1,2,0
Report,2020-12-17,VT,,,,,,,57,15,,,
Admin,2020-12-18,VT,1254,1248,2575,2563,427,429,,,5,7,1
Report,2020-12-18,VT,,,,,,,105,30,,,
Admin,2020-12-19,VT,394,394,2969,2957,422,424,,,0,7,1
Report,2020-12-19,VT,,,,,,,1053,176,,,
Admin,2020-12-20,VT,248,247,3217,3204,445,446,,,1,8,1
Report,2020-12-20,VT,,,,,,,804,291,,,
Admin,2020-12-21,VT,695,694,3912,3898,543,544,,,1,9,1
Report,2020-12-21,VT,,,,,,,117,308,,,
Admin,2020-12-22,VT,1716,1712,5628,5610,783,785,,,4,13,1
Report,2020-12-22,VT,,,,,,,184,334,,,
Admin,2020-12-23,VT,2341,2336,7969,7946,1058,1061,,,5,18,2
Report,2020-12-23,VT,,,,,,,1346,524,,,
Admin,2020-12-24,VT,743,741,8712,8687,1053,1055,,,0,18,2
Report,2020-12-24,VT,,,,,,,1780,770,,,
Admin,2020-12-25,VT,2,2,8714,8689,875,877,,,0,18,1
Report,2020-12-25,VT,,,,,,,1832,1017,,,
Admin,2020-12-26,VT,196,195,8910,8884,847,848,,,1,19,1
Report,2020-12-26,VT,,,,,,,712,968,,,
Admin,2020-12-27,VT,952,951,9862,9835,947,949,,,1,20,1
Report,2020-12-27,VT,,,,,,,110,869,,,
Admin,2020-12-28,VT,1787,1784,11649,11619,1103,1105,,,3,23,2
Report,2020-12-28,VT,,,,,,,232,885,,,
Admin,2020-12-29,VT,2426,2421,14075,14040,1204,1206,,,4,27,2
Report,2020-12-29,VT,,,,,,,643,951,,,
Admin,2020-12-30,VT,2931,2911,17006,16951,1286,1291,,,19,46,4
