Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:14:27 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,ID,,,,,,,0,0,,,
Admin,2020-12-14,ID,91,91,211,195,98,105,,,0,14,7
Report,2020-12-14,ID,,,,,,,0,0,,,
Admin,2020-12-15,ID,258,256,469,451,150,156,,,0,14,4
Report,2020-12-15,ID,,,,,,,0,0,,,
Admin,2020-12-16,ID,741,741,1210,1192,298,302,,,0,14,3
Report,2020-12-16,ID,,,,,,,0,0,,,
Admin,2020-12-17,ID,472,472,1682,1664,333,336,,,0,14,2
Report,2020-12-17,ID,,,,,,,0,0,,,
Admin,2020-12-18,ID,2568,2420,4250,4084,681,708,,,13,27,4
Report,2020-12-18,ID,,,,,,,0,0,,,
Admin,2020-12-19,ID,1968,1799,6218,5883,840,888,,,4,31,4
Report,2020-12-19,ID,,,,,,,0,0,,,
Admin,2020-12-20,ID,790,760,7008,6643,934,984,,,0,31,2
Report,2020-12-20,ID,,,,,,,0,0,,,
Admin,2020-12-21,ID,1475,1368,8483,8011,1117,1181,,,6,37,3
Report,2020-12-21,ID,,,,,,,0,0,,,
Admin,2020-12-22,ID,2500,2357,10983,10368,1417,1502,,,6,43,4
Report,2020-12-22,ID,,,,,,,0,0,,,
Admin,2020-12-23,ID,3167,2983,14150,13351,1737,1848,,,5,48,4
Report,2020-12-23,ID,,,,,,,0,0,,,
Admin,2020-12-24,ID,1042,977,15192,14328,1809,1930,,,6,54,5
Report,2020-12-24,ID,,,,,,,0,0,,,
Admin,2020-12-25,ID,12,12,15204,14340,1465,1564,,,0,54,3
Report,2020-12-25,ID,,,,,,,0,0,,,
Admin,2020-12-26,ID,510,504,15714,14844,1280,1356,,,4,58,3
Report,2020-12-26,ID,,,,,,,0,0,,,
Admin,2020-12-27,ID,276,265,15990,15109,1209,1283,,,3,61,4
Report,2020-12-27,ID,,,,,,,0,0,,,
Admin,2020-12-28,ID,2108,1942,18098,17051,1291,1373,,,46,107,10
Report,2020-12-28,ID,,,,,,,0,0,,,
Admin,2020-12-29,ID,3633,3442,21731,20493,1446,1535,,,29,136,13
Report,2020-12-29,ID,,,,,,,0,0,,,
Admin,2020-12-30,ID,3423,3123,25154,23616,1466,1572,,,17,153,15
Report,2020-12-30,ID,,,,,,,11674,1668,,,
Admin,2020-12-31,ID,2463,2174,27617,25790,1637,1775,,,12,165,15
Report,2020-12-31,ID,,,,,,,1940,1945,,,
Admin,2021-01-01,ID,309,286,27926,26076,1677,1817,,,18,183,18
Report,2021-01-01,ID,,,,,,,2184,2257,,,
Admin,2021-01-02,ID,733,731,28659,26807,1709,1849,,,2,185,18
Report,2021-01-02,ID,,,,,,,2373,2596,,,
Admin,2021-01-03,ID,210,202,28869,27009,1700,1839,,,8,193,18
Report,2021-01-03,ID,,,,,,,364,2648,,,
Admin,2021-01-04,ID,2065,1634,30934,28643,1656,1833,,,240,433,46
Report,2021-01-04,ID,,,,,,,591,2732,,,
Admin,2021-01-05,ID,3657,2539,34591,31182,1527,1837,,,813,1246,158
Report,2021-01-05,ID,,,,,,,449,2796,,,
Admin,2021-01-06,ID,4644,3347,39235,34529,1559,2011,,,589,1835,240
Report,2021-01-06,ID,,,,,,,1273,1311,,,
Admin,2021-01-07,ID,5048,3466,44283,37995,1744,2380,,,728,2563,342
Report,2021-01-07,ID,,,,,,,1974,1315,,,
Admin,2021-01-08,ID,7703,3896,51986,41891,2259,3437,,,2491,5054,695
Report,2021-01-08,ID,,,,,,,2513,1362,,,
Admin,2021-01-09,ID,2244,1013,54230,42904,2300,3653,,,943,5997,830
Report,2021-01-09,ID,,,,,,,2770,1419,,,
Admin,2021-01-10,ID,1367,580,55597,43484,2354,3818,,,598,6595,914
Report,2021-01-10,ID,,,,,,,3978,1935,,,
Admin,2021-01-11,ID,5826,3118,61423,46602,2566,4355,,,1752,8347,1130
Report,2021-01-11,ID,,,,,,,2630,2227,,,
Admin,2021-01-12,ID,5557,2873,66980,49475,2613,4627,,,1801,10148,1271
Report,2021-01-12,ID,,,,,,,4159,2757,,,
Admin,2021-01-13,ID,5227,3321,72207,52796,2610,4710,,,1331,11479,1377
Report,2021-01-13,ID,,,,,,,3714,3105,,,
Admin,2021-01-14,ID,4767,3737,76974,56533,2648,4670,,,511,11990,1346
Report,2021-01-14,ID,,,,,,,0,2823,,,
Admin,2021-01-15,ID,8624,7189,85598,63722,3119,4801,,,511,12501,1063
Report,2021-01-15,ID,,,,,,,8585,3691,,,
Admin,2021-01-16,ID,3740,3602,89338,67324,3489,5015,,,50,12551,936
Report,2021-01-16,ID,,,,,,,0,3295,,,
Admin,2021-01-17,ID,2428,2335,91766,69659,3739,5167,,,29,12580,855
Report,2021-01-17,ID,,,,,,,6916,3715,,,
Admin,2021-01-18,ID,4136,2855,95902,72514,3702,4925,,,844,13424,725
Report,2021-01-18,ID,,,,,,,2625,3714,,,
Admin,2021-01-19,ID,5665,3841,101567,76355,3840,4941,,,1559,14983,690
Report,2021-01-19,ID,,,,,,,3263,3586,,,
Admin,2021-01-20,ID,7935,5794,109502,82149,4193,5327,,,1387,16370,698
Report,2021-01-20,ID,,,,,,,5292,3812,,,
Admin,2021-01-21,ID,6496,5509,115998,87658,4446,5574,,,891,17261,753
Report,2021-01-21,ID,,,,,,,4105,4398,,,
Admin,2021-01-22,ID,8292,6543,124290,94201,4354,5527,,,998,18259,822
Report,2021-01-22,ID,,,,,,,4616,3831,,,
Admin,2021-01-23,ID,5244,4363,129534,98564,4463,5742,,,544,18803,893
Report,2021-01-23,ID,,,,,,,4652,4496,,,
Admin,2021-01-24,ID,1838,1635,131372,100199,4363,5658,,,148,18951,910
Report,2021-01-24,ID,,,,,,,4488,4149,,,
Admin,2021-01-25,ID,5560,3752,136932,103951,4491,5861,,,1695,20646,1031
Report,2021-01-25,ID,,,,,,,4143,4366,,,
Admin,2021-01-26,ID,6744,3776,143676,107727,4482,6015,,,2871,23517,1219
Report,2021-01-26,ID,,,,,,,2495,4256,,,
Admin,2021-01-27,ID,7930,5158,151606,112885,4391,6014,,,2656,26173,1400
Report,2021-01-27,ID,,,,,,,3225,3961,,,
Admin,2021-01-28,ID,7847,5115,159453,118000,4335,6207,,,2464,28637,1625
Report,2021-01-28,ID,,,,,,,5809,4204,,,
Admin,2021-01-29,ID,9246,6873,168699,124873,4382,6344,,,2251,30888,1804
Report,2021-01-29,ID,,,,,,,6073,4412,,,
Admin,2021-01-30,ID,3589,2981,172288,127854,4184,6107,,,593,31481,1811
Report,2021-01-30,ID,,,,,,,5856,4584,,,
Admin,2021-01-31,ID,1323,1093,173611,128947,4107,6034,,,220,31701,1821
Report,2021-01-31,ID,,,,,,,6151,4822,,,
Admin,2021-02-01,ID,8432,6125,182043,135072,4446,6444,,,2053,33754,1872
Report,2021-02-01,ID,,,,,,,3497,4729,,,
Admin,2021-02-02,ID,9050,6594,191093,141666,4848,6773,,,2173,35927,1772
Report,2021-02-02,ID,,,,,,,2271,4697,,,
Admin,2021-02-03,ID,10576,8092,201669,149758,5268,7151,,,2212,38139,1709
Report,2021-02-03,ID,,,,,,,5736,5056,,,
Admin,2021-02-04,ID,11012,7654,212681,157412,5630,7604,,,3058,41197,1794
Report,2021-02-04,ID,,,,,,,9513,5585,,,
Admin,2021-02-05,ID,12009,7552,224690,164964,5727,7998,,,4210,45407,2074
Report,2021-02-05,ID,,,,,,,17497,7217,,,
