Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:20:37 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,VA,,,,,,,0,0,,,
Admin,2020-12-14,VA,34,34,578,556,278,289,,,0,22,11
Report,2020-12-14,VA,,,,,,,0,0,,,
Admin,2020-12-15,VA,863,852,1441,1408,469,480,,,0,22,7
Report,2020-12-15,VA,,,,,,,10,3,,,
Admin,2020-12-16,VA,5813,5782,7254,7190,1798,1813,,,3,25,6
Report,2020-12-16,VA,,,,,,,261,68,,,
Admin,2020-12-17,VA,9510,9401,16764,16591,3318,3352,,,5,30,6
Report,2020-12-17,VA,,,,,,,0,54,,,
Admin,2020-12-18,VA,11188,11084,27952,27675,4613,4658,,,7,37,6
Report,2020-12-18,VA,,,,,,,0,45,,,
Admin,2020-12-19,VA,4744,4710,32696,32385,4626,4670,,,1,38,5
Report,2020-12-19,VA,,,,,,,0,39,,,
Admin,2020-12-20,VA,2848,2799,35544,35184,4952,5000,,,4,42,2
Report,2020-12-20,VA,,,,,,,0,39,,,
Admin,2020-12-21,VA,11089,10969,46633,46153,6514,6579,,,13,55,4
Report,2020-12-21,VA,,,,,,,0,39,,,
Admin,2020-12-22,VA,9009,8975,55642,55128,7674,7743,,,8,63,5
Report,2020-12-22,VA,,,,,,,2448,387,,,
Admin,2020-12-23,VA,9589,9499,65231,64627,8205,8282,,,8,71,6
Report,2020-12-23,VA,,,,,,,18227,2954,,,
Admin,2020-12-24,VA,2594,2589,67825,67216,7232,7294,,,4,75,6
Report,2020-12-24,VA,,,,,,,12022,4671,,,
Admin,2020-12-25,VA,211,210,68036,67426,5679,5726,,,1,76,5
