Trends in Number of COVID-19 Vaccinations in the US
Date generated: Mon Sep 06 2021 18:17:58 GMT-0400 (Eastern Daylight Time)
Date Type,Date,Location,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Report,2020-12-13,ND,,,,,,,0,0,,,
Admin,2020-12-14,ND,284,284,293,291,146,146,,,0,2,1
Report,2020-12-14,ND,,,,,,,0,0,,,
Admin,2020-12-15,ND,617,616,910,907,302,303,,,1,3,1
Report,2020-12-15,ND,,,,,,,282,94,,,
Admin,2020-12-16,ND,1051,1051,1961,1958,490,490,,,0,3,0
Report,2020-12-16,ND,,,,,,,0,71,,,
Admin,2020-12-17,ND,1505,1472,3466,3430,686,693,,,0,3,0
Report,2020-12-17,ND,,,,,,,615,179,,,
Admin,2020-12-18,ND,1660,1649,5126,5079,847,854,,,1,4,0
Report,2020-12-18,ND,,,,,,,1036,322,,,
Admin,2020-12-19,ND,610,610,5736,5689,813,819,,,0,4,0
Report,2020-12-19,ND,,,,,,,1480,488,,,
Admin,2020-12-20,ND,543,539,6279,6228,889,895,,,0,4,0
Report,2020-12-20,ND,,,,,,,1639,722,,,
Admin,2020-12-21,ND,762,683,7041,6911,946,964,,,1,5,0
Report,2020-12-21,ND,,,,,,,612,809,,,
Admin,2020-12-22,ND,2477,2477,9518,9388,1212,1229,,,0,5,0
Report,2020-12-22,ND,,,,,,,540,846,,,
Admin,2020-12-23,ND,3808,3710,13326,13098,1591,1623,,,0,5,0
Report,2020-12-23,ND,,,,,,,687,944,,,
Admin,2020-12-24,ND,341,341,13667,13439,1430,1457,,,0,5,0
Report,2020-12-24,ND,,,,,,,2052,1149,,,
Admin,2020-12-25,ND,0,0,13667,13439,1194,1220,,,0,5,0
Report,2020-12-25,ND,,,,,,,3325,1476,,,
Admin,2020-12-26,ND,32,32,13699,13471,1112,1137,,,0,5,0
